no,Model,lnL,AIC,AICc,BIC,Cmean,pC,I,pI,Lambda,pL,K,pK,Kstar,pKs
44,Blosum62+R4,8783.701,18065.402,18687.902,19088.604,0.874653278,0.001,0.417691976,0.001,1.010312266,0.001,2.45798037,0.001,1.748985191,0.001
45,Blosum62+I+G4,8796.247,18082.493,18673.376,19089.259,0.676087059,0.001,0.280426636,0.002,1.006270593,0.001,2.834803303,0.001,1.132501591,0.001
46,Blosum62+G4,8799.502,18087.004,18670.224,19089.66,0.753121485,0.001,0.352545001,0.001,1.011920483,0.001,2.289189648,0.001,1.234202215,0.001
47,cpREV+R2,8797.911,18085.822,18676.705,19092.588,0.751687168,0.001,0.245822704,0.003,1.00437223,0.001,1.538060717,0.001,0.857199122,0.001
48,PMB+R3,8792.127,18078.254,18684.749,19093.238,0.906253079,0.001,0.588564347,0.001,1.00000391,0.001,1.34896768,0.001,1.855743046,0.001
49,Blosum62+R5,8780.706,18063.412,18702.321,19094.833,0.886130498,0.001,0.595768964,0.001,1.023181182,0.001,1.448862793,0.001,1.803999805,0.001
50,Blosum62+R3,8794.97,18083.939,18690.435,19098.924,0.826789537,0.001,0.241973869,0.016,1.022488032,0.001,2.244396007,0.001,1.592712301,0.001
51,WAG+F+R2,8769.264,18066.528,18822.852,19151.369,0.923956141,0.001,0.686687303,0.001,1.013269903,0.001,0.871112784,0.001,2.281509525,0.001
52,JTTDCMut+F+I+G4,8770.7,18069.401,18825.725,19154.242,0.924770402,0.001,0.428595568,0.001,1.031998623,0.001,8.329638402,0.001,4.273458061,0.001
53,Dayhoff+I+G4,8828.893,18147.785,18738.668,19154.551,0.810240046,0.001,0.514641877,0.001,1.003472377,0.001,0.213268987,0.001,0.819824832,0.001
54,DCMut+I+G4,8829.35,18148.7,18739.582,19155.466,0.698140399,0.001,0.454642369,0.001,1.001200836,0.001,0.884942395,0.001,0.938781561,0.001
55,PMB+R2,8829.469,18148.938,18739.821,19155.704,0.760473561,0.001,0.377867679,0.001,1.006326299,0.001,2.435311072,0.001,1.30605344,0.001
56,JTTDCMut+F+R4,8760.408,18056.815,18853.412,19158.094,0.751176006,0.001,0.309762366,0.001,1.002033219,0.001,1.389194314,0.001,0.81303051,0.001
57,JTTDCMut+F+G4,8776.005,18078.011,18824.592,19158.743,0.810662921,0.001,0.526392089,0.001,1.00633497,0.001,0.338488361,0.001,1.125078245,0.001
58,Blosum62+R2,8832.193,18154.386,18745.269,19161.152,0.607491337,0.001,0.333371079,0.001,0.999988342,0.001,0.13334277,0.001,0.423576774,0.001
59,JTTDCMut+F+R5,8756.261,18052.522,18870.064,19162.019,0.724598786,0.001,0.327460478,0.001,1.009612339,0.001,0.25749868,0.001,0.447654422,0.001
60,Dayhoff+R4,8820.871,18139.743,18762.243,19162.945,0.875316605,0.001,0.344530475,0.002,0.999998041,0.001,2.549910366,0.001,1.81446491,0.001
61,Dayhoff+R5,8815.16,18132.321,18771.23,19163.742,0.687449734,0.001,0.483024933,0.001,1.014079331,0.001,0.160917299,0.001,0.493709887,0.001
62,DCMut+R4,8821.35,18140.7,18763.2,19163.903,0.718622373,0.001,0.206578501,0.012,1.01560486,0.001,2.154002647,0.001,1.015011013,0.001
63,Dayhoff+G4,8836.947,18161.894,18745.113,19164.55,0.714767909,0.001,0.394946038,0.001,1.006148878,0.001,0.139841922,0.001,0.448369535,0.001
64,DCMut+R5,8815.636,18133.272,18772.181,19164.693,0.770671227,0.001,0.350665988,0.001,1.004084896,0.001,1.197528258,0.001,0.812808616,0.001
65,JTTDCMut+F+R3,8769.918,18071.836,18848.032,19164.895,0.745485401,0.001,0.411126208,0.001,1.009840419,0.001,0.25783535,0.001,0.675793651,0.001
66,DCMut+G4,8837.43,18162.86,18746.08,19165.517,0.830446301,0.001,0.341170653,0.001,1.000011752,0.001,1.552515987,0.001,1.121381031,0.001
67,JTT+F+I+G4,8778.416,18084.831,18841.156,19169.673,0.73645205,0.001,0.405149285,0.001,1.000014516,0.001,0.160901504,0.001,0.610674977,0.001
68,Dayhoff+R3,8831.552,18157.104,18763.599,19172.088,0.685365935,0.001,0.498751687,0.001,1.005994686,0.001,0.334005265,0.001,0.627201244,0.001
69,DCMut+R3,8831.971,18157.942,18764.437,19172.926,0.801101171,0.001,0.432408764,0.001,1.023250095,0.001,1.306615538,0.001,1.392888488,0.001
70,JTT+F+R4,8768.027,18072.053,18868.65,19173.332,0.748820436,0.001,0.440358573,0.001,1.004313163,0.001,0.427260224,0.001,0.55885659,0.001
71,JTT+F+G4,8783.776,18093.553,18840.133,19174.285,0.834300493,0.001,0.671297417,0.001,1.002237884,0.001,0.712435863,0.001,1.31065982,0.001
72,VT+F+I+G4,8781.692,18091.384,18847.709,19176.226,0.556302258,0.001,0.267289265,0.001,1.006812161,0.001,0.35784279,0.001,0.278838932,0.001
73,JTT+F+R5,8763.866,18067.732,18885.274,19177.229,0.772501942,0.001,0.532392201,0.001,1.014704912,0.001,0.474452668,0.001,1.131023073,0.001
74,VT+F+G4,8786.034,18098.068,18844.649,19178.8,0.851786954,0.001,0.521418714,0.001,1.014444774,0.001,0.208489783,0.001,0.699404655,0.001
75,VT+F+R4,8771.177,18078.355,18874.952,19179.633,0.617764508,0.001,0.259932625,0.002,1.003514407,0.001,0.802403019,0.001,0.532624064,0.001
76,JTT+F+R3,8777.523,18087.046,18863.243,19180.106,0.576766849,0.001,0.41527766,0.001,1.004335935,0.001,0.090680548,0.001,0.454632173,0.001
77,VT+F+R5,8767.32,18074.64,18892.182,19184.136,0.841572949,0.001,0.502479484,0.001,1.007300352,0.001,2.071909297,0.001,1.603881602,0.001
78,VT+F+R3,8781.644,18095.288,18871.484,19188.347,0.85870449,0.001,0.539441004,0.001,1.017029644,0.001,0.324658927,0.001,1.282705025,0.001
79,cpREV+F+R2,8789.7,18107.4,18863.724,19192.241,0.681476354,0.001,0.380370206,0.001,1.005660966,0.001,0.182478902,0.001,0.615641807,0.001
80,JTTDCMut+F+R2,8814.643,18157.286,18913.61,19242.127,0.640033428,0.001,0.463354635,0.001,1.021460034,0.001,0.120882702,0.001,0.544932867,0.001
81,VT+F+R2,8820.672,18169.343,18925.667,19254.185,0.833168947,0.001,0.641706921,0.001,1.021985005,0.001,0.241524718,0.001,1.138722123,0.001
82,JTT+F+R2,8822.329,18172.659,18928.983,19257.5,0.670311407,0.001,0.480738443,0.001,1.021538055,0.001,0.136664108,0.001,0.501085018,0.001
83,Dayhoff+R2,8888.246,18266.493,18857.375,19273.258,0.867102389,0.001,0.51329239,0.001,1.011405653,0.001,0.690078499,0.001,1.619782522,0.001
84,DCMut+R2,8888.528,18267.056,18857.938,19273.821,0.861863785,0.001,0.412980386,0.001,1.013606153,0.001,1.183042846,0.001,1.064225095,0.001
85,Blosum62+F+I+G4,8834.007,18196.014,18952.338,19280.855,0.826270649,0.001,0.391299084,0.001,1.021907036,0.001,0.922108718,0.001,0.883375463,0.001
86,Blosum62+F+R4,8822.365,18180.729,18977.326,19282.008,0.834879556,0.001,0.429009904,0.001,1.000008695,0.001,1.183756828,0.001,1.157772852,0.001
87,Blosum62+F+G4,8838.126,18202.251,18948.832,19282.983,0.835181509,0.001,0.51816984,0.001,1.008068133,0.001,0.58748835,0.001,1.252075857,0.001
88,Blosum62+F+R5,8819.079,18178.158,18995.699,19287.654,0.838624681,0.001,0.312922092,0.001,1.007366067,0.001,2.254507097,0.001,1.608570668,0.001
89,Blosum62+F+R3,8833.912,18199.823,18976.02,19292.883,0.934470322,0.001,0.622793182,0.001,1.000016745,0.001,1.716409217,0.001,3.334921968,0.001
90,PMB+F+R4,8828.165,18192.33,18988.926,19293.608,0.657447863,0.001,0.304333357,0.001,1.004674516,0.001,0.826153902,0.001,0.548631838,0.001
91,PMB+F+I+G4,8840.804,18209.607,18965.931,19294.448,0.86325741,0.001,0.512827044,0.001,1.006343187,0.001,0.984823844,0.001,1.405535464,0.001
92,PMB+F+G4,8844.58,18215.161,18961.741,19295.893,0.825652249,0.001,0.368868259,0.001,1.01619178,0.001,1.42107512,0.001,1.022051551,0.001
93,PMB+F+R5,8824.535,18189.07,19006.611,19298.566,0.893407546,0.001,0.47378508,0.001,1.00410436,0.001,2.358451715,0.001,1.863583017,0.001
94,PMB+F+R3,8840.107,18212.215,18988.412,19305.275,0.620597572,0.001,0.362770852,0.001,1.019360133,0.001,0.088760868,0.001,0.419073935,0.001
95,Dayhoff+F+I+G4,8853.034,18234.069,18990.393,19318.91,0.711305455,0.001,0.294793663,0.001,1.004015913,0.001,1.044886514,0.001,0.750235316,0.001
96,DCMut+F+I+G4,8853.475,18234.951,18991.275,19319.792,0.876049948,0.001,0.683625616,0.001,1.032629497,0.001,0.364975803,0.001,1.827876605,0.001
97,Dayhoff+F+R4,8844.326,18224.653,19021.25,19325.931,0.890773745,0.001,0.461397363,0.001,1.006229584,0.001,5.035627,0.001,3.468524644,0.001
98,DCMut+F+R4,8844.746,18225.492,19022.088,19326.77,0.892847451,0.001,0.563082726,0.001,1.000000766,0.001,1.276882093,0.001,1.735557603,0.001
99,Dayhoff+F+R5,8838.699,18217.398,19034.94,19326.895,0.838770874,0.001,0.545865393,0.001,1.009239405,0.001,0.235419257,0.001,1.209961589,0.001
100,Dayhoff+F+G4,8860.286,18246.572,18993.152,19327.304,0.783804718,0.001,0.432940344,0.001,1.013149118,0.001,1.037475474,0.001,0.86917634,0.001
101,WAG+I,8918.335,18324.67,18907.889,19327.326,0.792303024,0.001,0.372812439,0.001,1.000019376,0.001,2.141092703,0.001,1.443166405,0.001
102,DCMut+F+R5,8839.134,18218.268,19035.809,19327.764,0.451516447,0.001,0.240531854,0.001,1.021073085,0.001,0.269610129,0.001,0.315051819,0.001
103,DCMut+F+G4,8860.69,18247.381,18993.961,19328.113,0.741853325,0.001,0.31870489,0.001,1.028691429,0.001,1.515331822,0.001,0.942159357,0.001
104,Dayhoff+F+R3,8855.645,18243.29,19019.486,19336.349,0.798963035,0.001,0.475172999,0.001,1.000005899,0.001,0.16745813,0.001,0.695913211,0.001
105,DCMut+F+R3,8856.055,18244.111,19020.307,19337.17,0.647699337,0.001,0.453867258,0.001,1.002084744,0.001,0.134571824,0.001,0.438160855,0.001
106,Blosum62+F+R2,8871.179,18270.357,19026.682,19355.199,0.85407178,0.001,0.242015429,0.015,1.000019298,0.001,5.447354693,0.001,2.362961434,0.001
107,PMB+F+R2,8877.211,18282.423,19038.747,19367.264,0.680186329,0.001,0.424400184,0.001,1.002322666,0.001,0.116069761,0.001,0.528694365,0.001
108,JTTDCMut+I,8962.721,18413.441,18996.661,19416.098,0.841478688,0.001,0.41903434,0.001,1.01807778,0.001,1.096694789,0.001,1.163477629,0.001
109,JTT+I,8969.379,18426.758,19009.978,19429.415,0.727514885,0.001,0.236492038,0.003,1.000037795,0.001,0.626903956,0.001,0.584395728,0.001
110,VT+I,8970.131,18428.261,19011.481,19430.918,0.861838898,0.001,0.496152595,0.001,1.0036554,0.001,2.39625396,0.001,1.399794255,0.001
111,Dayhoff+F+R2,8911.157,18350.313,19106.638,19435.155,0.730994944,0.001,0.325371143,0.001,1.00222889,0.001,3.148725769,0.001,1.493300579,0.001
112,DCMut+F+R2,8911.434,18350.869,19107.193,19435.71,0.801281657,0.001,0.524548208,0.001,1.000015445,0.001,0.253484401,0.001,1.014158938,0.001
113,cpREV+I,8979.766,18447.532,19030.752,19450.189,0.676036389,0.001,0.496895608,0.001,1.026643365,0.001,0.251816769,0.001,0.714713754,0.001
114,WAG+F+I,8943.979,18413.957,19160.538,19494.689,0.704834437,0.001,0.333009097,0.001,1.025587337,0.001,0.499079317,0.001,0.683159571,0.001
115,cpREV+F+I,8957.457,18440.915,19187.496,19521.647,0.631291951,0.001,0.444374718,0.001,1.027403556,0.001,0.250703318,0.001,0.45680866,0.001
116,PMB+I,9022.56,18533.12,19116.339,19535.776,0.599986345,0.001,0.255823775,0.001,1.034559475,0.001,0.402643723,0.001,0.55054539,0.001
117,Blosum62+I,9026.041,18540.082,19123.302,19542.738,0.799145091,0.001,0.464550303,0.001,0.999999811,0.001,0.292051696,0.001,1.072735902,0.001
118,VT+F+I,9001.333,18528.665,19275.246,19609.398,0.812400411,0.001,0.476897804,0.001,1.001343331,0.001,1.015957838,0.001,0.99208747,0.001
119,JTTDCMut+F+I,9002.932,18531.864,19278.444,19612.596,0.842596007,0.001,0.551680588,0.001,1.03182554,0.001,1.016847836,0.001,1.070906824,0.001
120,JTT+F+I,9010.681,18547.362,19293.942,19628.094,0.915913803,0.001,0.493773792,0.001,1.018328719,0.001,3.505150381,0.001,2.639024856,0.001
121,Dayhoff+I,9085.259,18658.518,19241.737,19661.174,0.889573756,0.001,0.342682698,0.001,1.029423731,0.001,5.33573174,0.001,2.62846676,0.001
122,DCMut+I,9085.582,18659.164,19242.383,19661.82,0.750542441,0.001,0.398364227,0.001,1.040895862,0.001,0.724233071,0.001,0.787033604,0.001
123,Blosum62+F+I,9054.166,18634.332,19380.912,19715.064,0.649162608,0.001,0.381455269,0.001,1.01113501,0.001,0.268259284,0.001,0.668538503,0.001
124,PMB+F+I,9060.197,18646.395,19392.975,19727.127,0.75914396,0.001,0.40034823,0.001,1.002906876,0.001,0.201111836,0.001,0.788599306,0.001
125,Dayhoff+F+I,9101.299,18728.599,19475.18,19809.331,0.631847618,0.001,0.374724442,0.001,0.999991825,0.001,0.083791373,0.001,0.373127788,0.001
126,DCMut+F+I,9101.4,18728.801,19475.381,19809.533,0.836124877,0.001,0.459816987,0.001,1.011522355,0.001,0.737100198,0.001,0.95030444,0.001
127,WAG,9270.336,19026.673,19602.323,20025.22,0.839543912,0.001,0.434999674,0.001,1.018798683,0.001,1.601486867,0.001,1.731186573,0.001
128,VT,9312.055,19110.109,19685.76,20108.656,0.751567283,0.001,0.41661041,0.001,1.031783884,0.001,0.449962779,0.001,0.873728533,0.001
129,cpREV,9326.186,19138.372,19714.022,20136.919,0.734480458,0.001,0.466615107,0.001,1.000044322,0.001,0.617236745,0.001,0.870072363,0.001
130,JTTDCMut,9327.655,19141.309,19716.96,20139.856,0.749437918,0.001,0.430324192,0.001,1.000044497,0.001,0.37762337,0.001,0.583105932,0.001
131,JTT,9334.662,19155.324,19730.975,20153.871,0.788868954,0.001,0.495698421,0.001,1.006143356,0.001,0.484428665,0.001,0.996473274,0.001
132,PMB,9339.032,19164.065,19739.715,20162.612,0.766885598,0.001,0.467127691,0.001,1.005663504,0.001,0.311819209,0.001,1.005043817,0.001
133,Blosum62,9343.126,19172.251,19747.902,20170.798,0.659072134,0.001,0.360877512,0.001,1.000026439,0.001,0.432742351,0.001,0.489699782,0.001
134,WAG+F,9290.541,19105.083,19842.045,20181.706,0.787921473,0.001,0.494957583,0.001,1.006719511,0.001,0.20753608,0.001,0.802404931,0.001
135,cpREV+F,9323.224,19170.449,19907.411,20247.072,0.687672959,0.001,0.449745378,0.001,1.002692265,0.001,0.41593632,0.001,0.515051953,0.001
136,VT+F,9343.255,19210.51,19947.473,20287.133,0.749777283,0.001,0.450440807,0.001,1.000028352,0.001,0.916614847,0.001,1.070217541,0.001
137,JTTDCMut+F,9367.999,19259.998,19996.961,20336.621,0.578711549,0.001,0.431676022,0.001,1.007666555,0.001,0.404032823,0.001,0.511447376,0.001
138,JTT+F,9376.563,19277.126,20014.089,20353.749,0.827582366,0.001,0.543456775,0.001,1.007693545,0.001,0.395165212,0.001,0.883658985,0.001
139,Blosum62+F,9381.352,19286.704,20023.667,20363.327,0.861552478,0.001,0.520009143,0.001,1.020594377,0.001,0.442897048,0.001,1.259112088,0.001
140,PMB+F,9383.828,19291.655,20028.618,20368.278,0.633549187,0.001,0.315893504,0.001,1.000015696,0.001,0.265238116,0.001,0.430109508,0.001
141,DCMut,9482.436,19450.872,20026.523,20449.42,0.809135912,0.001,0.493490203,0.001,1.00495656,0.001,0.635495652,0.001,1.028591039,0.001
142,Dayhoff,9483.077,19452.155,20027.805,20450.702,0.678913178,0.001,0.455480849,0.001,1.001423067,0.001,0.306922118,0.001,0.582966556,0.001
143,DCMut+F,9485.728,19495.457,20232.419,20572.079,0.785689277,0.001,0.52612851,0.001,1.00299343,0.001,0.244625453,0.001,0.941927333,0.001
144,Dayhoff+F,9485.962,19495.924,20232.887,20572.547,0.731651789,0.001,0.399724216,0.001,1.00000955,0.001,0.924325079,0.001,0.650573863,0.001
145,Poisson+F+I+G4,9699.773,19927.546,20683.87,21012.387,0.877851903,0.001,0.529213722,0.001,1.01477943,0.001,0.441540245,0.001,1.206112024,0.001
146,Poisson+F+G4,9703.737,19933.474,20680.055,21014.206,0.736053964,0.001,0.274538264,0.002,0.999988138,0.001,1.616090098,0.001,0.774229365,0.001
147,Poisson+F+R4,9689.056,19914.113,20710.709,21015.391,0.681445863,0.001,0.43069196,0.001,1.006255644,0.001,0.72344059,0.001,0.696034315,0.001
148,Poisson+F+R5,9685.464,19910.929,20728.471,21020.426,0.843079438,0.001,0.362145522,0.001,1.002460405,0.001,1.188858992,0.001,1.243722143,0.001
149,Poisson+F+R3,9698.453,19928.906,20705.103,21021.966,0.810145373,0.001,0.257829082,0.006,1.012950746,0.001,4.016838944,0.001,1.527541596,0.001
150,Poisson+I+G4,9779.815,20049.63,20640.512,21056.395,0.840336414,0.001,0.412849275,0.001,1.046541298,0.001,1.119412212,0.001,0.893366726,0.001
151,Poisson+G4,9783.93,20055.859,20639.079,21058.516,0.658322513,0.001,0.365160396,0.001,1.020540308,0.001,0.450430337,0.001,0.471241731,0.001
152,Poisson+R4,9769.126,20036.252,20658.752,21059.454,0.760429111,0.001,0.28883199,0.002,1.050921921,0.001,1.004037852,0.001,0.692301213,0.001
153,Poisson+R5,9765.779,20033.559,20672.468,21064.98,0.694360512,0.001,0.37402845,0.001,1.00915483,0.001,0.318736179,0.001,0.609305943,0.001
154,Poisson+R3,9778.377,20050.754,20657.249,21065.738,0.650100236,0.001,0.3131627,0.001,1.002258637,0.001,0.142144893,0.001,0.471780133,0.001
155,Poisson+F+R2,9735.298,19998.596,20754.921,21083.438,0.84267931,0.001,0.344126851,0.001,1.025299387,0.001,1.493528648,0.001,1.281983602,0.001
156,Poisson+R2,9815.457,20120.914,20711.797,21127.68,0.691055132,0.001,0.299418126,0.001,1.008471308,0.001,0.39401756,0.001,0.549368001,0.001
157,Poisson+F+I,9934.977,20395.954,21142.534,21476.686,0.508494494,0.001,0.3402356,0.001,1.025218724,0.001,0.181074691,0.001,0.426833991,0.001
158,Poisson+I,10014.032,20516.064,21099.283,21518.72,0.57637517,0.001,0.317519732,0.001,1.02456154,0.001,0.432973068,0.001,0.547585265,0.001
159,Poisson+F,10285.74,21095.48,21832.443,22172.103,0.800024685,0.001,0.584299409,0.001,1.000023285,0.001,0.351180168,0.001,0.841257842,0.001
160,Poisson,10366.261,21218.522,21794.173,22217.069,0.840013196,0.001,0.348187695,0.001,1.007624088,0.001,4.192280503,0.001,1.748812081,0.001
